userId,movieId,rating,title
61371,3262,2.5,Twin Peaks: Fire Walk with Me
8879,4896,2.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone)
161544,78469,2.0,A-Team
155408,32587,5.0,Sin City
145608,2142,2.0,"American Tail: Fievel Goes West, An"
119986,1968,5.0,Breakfast Club
20593,55995,3.0,Beowulf
139102,24,3.0,Powder
42778,1407,3.0,Scream
74130,6617,2.5,Open Range
111848,5956,2.5,Gangs of New York
48928,1653,3.0,Gattaca
144053,2739,3.0,Color Purple
146762,88129,5.0,Drive
129426,327,4.0,Tank Girl
50767,3988,3.0,How the Grinch Stole Christmas (a.k.a. The Grinch)
23669,41566,2.5,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
29004,2193,3.0,Willow
134241,2706,3.0,American Pie
321,1127,4.0,Abyss
160210,2580,1.0,Go
47370,1562,3.0,Batman & Robin
52419,69481,4.0,Hurt Locker
132976,2001,3.5,Lethal Weapon 2
111485,4121,4.0,Innerspace
26893,469,3.0,House of the Spirits
16829,6155,2.0,How to Lose a Guy in 10 Days
95055,45732,2.0,My Super Ex-Girlfriend
89538,1235,1.5,Harold and Maude
77379,3147,4.0,Green Mile
109003,340,3.0,War
77175,1197,5.0,Princess Bride
97994,5120,4.0,Sleuth
88230,315,4.0,Specialist
2389,169864,3.0,Life
97997,4084,3.5,Beverly Hills Cop II
110971,8958,4.0,Ray
92001,66934,1.0,Dr. Horrible's Sing-Along Blog
122960,1207,4.0,To Kill a Mockingbird
131396,100163,3.5,Hansel & Gretel: Witch Hunters
22213,1347,3.0,"Nightmare on Elm Street, A"
148960,6902,3.5,Interstate 60
140721,7034,3.0,Show Me Love (Fucking Åmål)
51061,1255,2.0,Bad Taste
136310,4649,3.5,Wet Hot American Summer
19475,130634,3.0,Furious 7
93305,8340,4.0,Escape from Alcatraz
81751,83613,3.5,Cowboys & Aliens
47110,2454,3.5,Fly
128243,45722,2.0,Pirates of the Caribbean: Dead Man's Chest
116321,2143,2.0,Legend
73223,2617,3.5,Mummy
104518,2858,5.0,American Beauty
99760,148626,3.5,Big Short
70597,357,4.0,Four Weddings and a Funeral
145098,40815,5.0,Harry Potter and the Goblet of Fire
69811,327,2.0,Tank Girl
118041,7073,5.0,"Shot in the Dark, A"
60024,2109,1.0,Jerk
95634,8169,3.5,*batteries not included
14455,2067,5.0,Doctor Zhivago
38311,586,3.5,Home Alone
27758,3598,4.0,Hamlet
83845,1096,3.0,Sophie's Choice
10106,2702,2.5,Summer of Sam
14139,2583,4.0,Cookie's Fortune
149389,1342,3.0,Candyman
140862,2178,4.0,Frenzy
152688,31,2.5,Dangerous Minds
137293,1017,3.5,Swiss Family Robinson
15301,953,4.0,It's a Wonderful Life
134814,52319,3.5,Inglorious Bastards (Quel maledetto treno blindato)
89241,2371,4.0,Fletch
31751,231,1.5,Dumb & Dumber (Dumb and Dumber)
49508,72378,2.0,2012
108723,92259,2.5,Intouchables
140740,1222,5.0,Full Metal Jacket
803,805,3.5,"Time to Kill, A"
74323,6724,5.0,Paper Moon
99726,420,3.0,Beverly Hills Cop III
65750,6350,4.0,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)
5692,45672,0.5,Click
38982,7347,3.5,Secret Window
125475,2677,4.0,Buena Vista Social Club
19886,5266,3.5,Panic Room
14831,5364,3.0,Unfaithful
93451,742,2.5,Thinner
62585,4344,2.5,Swordfish
93074,1566,4.0,Hercules
20837,49396,3.5,Tenacious D in The Pick of Destiny
99601,410,3.0,Addams Family Values
96495,2410,3.0,Rocky III
127893,6331,4.0,Spellbound
148906,3108,1.0,Fisher King
63237,3614,4.0,Honeymoon in Vegas
133495,440,3.0,Dave
46023,70,3.5,From Dusk Till Dawn
66244,765,1.0,Jack
91519,3039,4.0,Trading Places
116631,6708,3.5,Matchstick Men
151102,355,1.0,Flintstones
24869,68073,0.5,Pirate Radio
78241,3039,5.0,Trading Places
37914,72378,1.5,2012
30391,56775,3.0,National Treasure: Book of Secrets
38906,3033,4.5,Spaceballs
134401,47200,3.5,Crank
98390,3181,4.0,Titus
82392,432,3.0,City Slickers II: The Legend of Curly's Gold
132651,34405,2.0,Serenity
134401,4963,4.0,Ocean's Eleven
111259,52245,2.5,Blades of Glory
148091,6534,2.0,Hulk
139114,59784,3.5,Kung Fu Panda
160805,2542,5.0,"Lock, Stock & Two Smoking Barrels"
73353,7153,4.5,Lord of the Rings: The Return of the King
96495,147,3.5,Basketball Diaries
17941,2399,3.0,Santa Claus: The Movie
146598,1777,4.0,Wedding Singer
28746,1231,4.0,Right Stuff
32320,3316,1.0,Reindeer Games
69125,97921,5.0,Silver Linings Playbook
92865,2952,5.0,Sydney (Hard Eight)
15351,89774,2.5,Warrior
159950,44004,3.0,Failure to Launch
61379,79057,3.5,Predators
15560,661,2.5,James and the Giant Peach
84658,2888,2.5,Drive Me Crazy
53940,4007,3.0,Wall Street
9325,2048,3.0,Great Mouse Detective
10995,5254,3.0,Blade II
45706,92259,4.0,Intouchables
8149,41569,4.5,King Kong
98328,4979,4.0,Royal Tenenbaums
100171,7360,2.0,Dawn of the Dead
84533,4878,1.0,Donnie Darko
32855,55765,2.5,American Gangster
88102,489,0.5,Made in America
141388,110,4.5,Braveheart
36324,69951,0.5,Imaginarium of Doctor Parnassus
82177,4848,4.0,Mulholland Drive
72222,3555,2.5,U-571
75822,69640,3.0,Public Enemies
27304,4448,4.0,Score
70169,2501,3.5,October Sky
33844,65642,1.5,"Timecrimes (Cronocrímenes, Los)"
3180,87430,1.0,Green Lantern
90579,122900,4.5,Ant-Man
105236,2329,5.0,American History X
64610,3617,4.0,Road Trip
24737,3189,4.0,My Dog Skip
159195,2671,2.5,Notting Hill
28066,550,1.0,Threesome
32456,592,2.0,Batman
152690,2011,2.0,Back to the Future Part II
108031,1923,5.0,There's Something About Mary
25728,3398,1.0,Muppets Take Manhattan
34164,54190,3.5,Across the Universe
96809,112552,3.0,Whiplash
8623,1960,5.0,Last Emperor
45083,5902,3.5,Adaptation
128679,4734,2.5,Jay and Silent Bob Strike Back
118873,86882,4.0,Midnight in Paris
143049,3793,4.0,X-Men
132084,3254,3.0,Wayne's World 2
75822,4973,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le)"
64400,7147,3.0,Big Fish
36477,39183,3.5,Brokeback Mountain
116937,968,4.5,Night of the Living Dead
64775,2160,3.5,Rosemary's Baby
115423,1288,2.0,This Is Spinal Tap
69966,6534,2.5,Hulk
54439,3949,5.0,Requiem for a Dream
140472,61024,2.5,Pineapple Express
85860,1203,5.0,12 Angry Men
121725,1917,1.5,Armageddon
76629,909,5.0,Apartment
92985,66097,3.5,Coraline
68230,914,3.5,My Fair Lady
30025,94959,4.0,Moonrise Kingdom
75876,6787,4.0,All the President's Men
82330,332,3.5,Village of the Damned
56550,2657,4.0,Rocky Horror Picture Show
126202,2881,4.0,Double Jeopardy
6550,2328,3.0,Vampires
87152,6016,4.0,City of God (Cidade de Deus)
122663,1457,5.0,Fools Rush In
859,3246,4.0,Malcolm X
133993,5816,3.0,Harry Potter and the Chamber of Secrets
75352,339,4.0,While You Were Sleeping
144851,493,5.0,Menace II Society
93874,6810,2.5,Sleeping with the Enemy
69291,85131,3.5,Battle: Los Angeles
85859,500,3.5,Mrs. Doubtfire
145626,3624,4.0,Shanghai Noon
42428,2366,5.0,King Kong
76629,2723,2.5,Mystery Men
133210,708,4.0,Truth About Cats & Dogs
155378,2918,4.5,Ferris Bueller's Day Off
36028,5389,2.5,Spirit: Stallion of the Cimarron
152107,5219,1.0,Resident Evil
25512,5146,2.0,Vampire Hunter D: Bloodlust (Banpaia hantâ D)
81578,34437,4.0,Broken Flowers
8218,2712,4.0,Eyes Wide Shut
63982,2340,1.5,Meet Joe Black
76611,7149,4.0,Something's Gotta Give
30111,3269,2.0,Forever Young
78851,3108,3.0,Fisher King
138551,1918,0.5,Lethal Weapon 4
35930,5009,3.5,Ali
108124,33660,3.0,Cinderella Man
69778,8949,4.5,Sideways
32778,1997,4.5,Exorcist
149183,2467,2.0,"Name of the Rose, The (Name der Rose, Der)"
3847,1729,4.0,Jackie Brown
150293,31410,4.5,"Downfall (Untergang, Der)"
156634,6003,4.5,Confessions of a Dangerous Mind
86462,2133,4.0,Adventures in Babysitting
137898,2081,1.0,Little Mermaid
133921,282,3.0,Nell
118242,3952,3.0,Contender
155408,79357,3.0,Mr. Nobody
10968,105504,3.5,Captain Phillips
30082,4890,2.5,Shallow Hal
144475,3996,4.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long)"
156295,457,3.5,Fugitive
114344,7980,4.0,"Bridge Too Far, A"
50554,58299,0.5,Horton Hears a Who!
116135,7143,3.5,Last Samurai
114730,8464,3.5,Super Size Me
112588,2085,2.5,101 Dalmatians (One Hundred and One Dalmatians)
29791,68791,3.5,Terminator Salvation
148671,497,4.0,Much Ado About Nothing
44194,116823,2.5,The Hunger Games: Mockingjay - Part 1
14831,1485,4.0,Liar Liar
91163,4340,2.5,Animal
58472,6953,4.0,21 Grams
60685,2529,4.0,Planet of the Apes
50739,3704,4.5,Mad Max Beyond Thunderdome
126477,6936,3.0,Elf
42148,73321,2.5,Book of Eli
15555,2724,4.0,Runaway Bride
33047,2320,3.0,Apt Pupil
124974,1276,3.5,Cool Hand Luke
96109,118696,4.0,The Hobbit: The Battle of the Five Armies
43102,1562,3.0,Batman & Robin
46121,89492,4.0,Moneyball
5572,1393,4.5,Jerry Maguire
10496,2750,4.5,Radio Days
108152,5944,3.0,Star Trek: Nemesis
10106,1287,3.0,Ben-Hur
26893,2406,5.0,Romancing the Stone
606,35836,4.0,40-Year-Old Virgin
122803,84954,4.0,Adjustment Bureau
137904,4148,2.5,Hannibal
52052,68791,3.5,Terminator Salvation
108031,3358,4.0,Defending Your Life
107269,4643,4.0,Planet of the Apes
123006,106100,4.5,Dallas Buyers Club
95399,3408,4.0,Erin Brockovich
80914,4881,4.0,Man Who Wasn't There
42221,60937,3.5,Mummy: Tomb of the Dragon Emperor
58451,2712,4.0,Eyes Wide Shut
46881,73266,2.5,Youth in Revolt
23704,1240,3.0,Terminator
95253,4978,4.5,Lantana
146419,2109,5.0,Jerk
154663,1204,5.0,Lawrence of Arabia
43090,1037,2.0,Lawnmower Man
140658,1693,4.0,Amistad
97994,3104,4.0,Midnight Run
126378,3265,0.5,Hard-Boiled (Lat sau san taam)
149554,4874,3.5,K-PAX
151449,10,4.0,GoldenEye
8619,74,3.0,Bed of Roses
33685,2087,4.0,Peter Pan
148755,3033,4.0,Spaceballs
104723,65682,0.5,Underworld: Rise of the Lycans
118041,1127,4.0,Abyss
125436,440,3.0,Dave
52533,8464,3.5,Super Size Me
101116,64839,4.0,Wrestler
122067,5014,4.0,I Am Sam
90257,23,2.0,Assassins
153027,1089,5.0,Reservoir Dogs
156334,40278,3.0,Jarhead
62272,6709,4.0,Once Upon a Time in Mexico
160772,1527,5.0,Fifth Element
140790,3994,4.0,Unbreakable
146836,7173,3.5,Along Came Polly
136979,3639,3.0,Man with the Golden Gun
60142,1285,3.0,Heathers
16658,1985,2.5,Halloween 4: The Return of Michael Myers
80811,49272,3.5,Casino Royale
3263,8972,4.0,National Treasure
72000,50,4.5,Usual Suspects
40991,46970,2.0,Talladega Nights: The Ballad of Ricky Bobby
15044,305,2.5,Ready to Wear (Pret-A-Porter)
29486,3812,4.0,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
28399,8361,3.0,Day After Tomorrow
123332,1263,4.0,Deer Hunter
1748,2453,4.0,Boy Who Could Fly
131506,6888,3.5,Scary Movie 3
35479,7149,0.5,Something's Gotta Give
77875,1290,4.0,Some Kind of Wonderful
84172,2858,5.0,American Beauty
151980,1219,4.0,Psycho
57332,1690,4.0,Alien: Resurrection
55704,1884,5.0,Fear and Loathing in Las Vegas
110243,2877,3.0,Tommy
69291,328,5.0,Tales from the Crypt Presents: Demon Knight
130271,33836,3.0,Bewitched
160922,44,2.0,Mortal Kombat
29791,3623,3.0,Mission: Impossible II
107771,105504,3.5,Captain Phillips
82994,56367,5.0,Juno
9448,275,4.0,Mixed Nuts
128192,30707,3.5,Million Dollar Baby
36658,2950,3.5,Blue Lagoon
124818,910,3.5,Some Like It Hot
84516,48774,3.0,Children of Men
108031,4020,5.0,Gift
44895,94070,3.5,Best Exotic Marigold Hotel
87713,44555,4.5,"Lives of Others, The (Das leben der Anderen)"
107885,2018,3.5,Bambi
7036,1200,4.0,Aliens
116460,442,4.5,Demolition Man
89538,7265,1.5,Dreamers
30028,1201,3.0,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)"
63875,3513,4.0,Rules of Engagement
15459,231,2.5,Dumb & Dumber (Dumb and Dumber)
90243,1610,3.5,Hunt for Red October
79880,3811,5.0,Breaker Morant
7895,1653,1.0,Gattaca
127045,4015,4.0,"Dude, Where's My Car?"
49508,115569,4.0,Nightcrawler
52493,59315,4.0,Iron Man
104387,6863,2.5,School of Rock
47628,93363,3.5,John Carter
65812,84601,4.0,Unknown
119490,53464,2.5,Fantastic Four: Rise of the Silver Surfer
7895,3016,4.0,Creepshow
85011,1704,5.0,Good Will Hunting
140463,33794,4.0,Batman Begins
98632,103228,4.0,Pacific Rim
71231,55247,1.5,Into the Wild
80252,2950,2.0,Blue Lagoon
117395,3489,3.0,Hook
31628,73881,3.5,3 Idiots
73949,1673,5.0,Boogie Nights
143879,1089,4.0,Reservoir Dogs
99547,7325,3.5,Starsky & Hutch
70590,4069,3.0,Wedding Planner
98531,5620,1.0,Sweet Home Alabama
70558,1183,5.0,English Patient
158295,27773,5.0,Old Boy
2287,1197,4.5,Princess Bride
75082,2395,5.0,Rushmore
109280,3114,4.0,Toy Story 2
114093,1357,3.5,Shine
72364,7215,2.5,To Have and Have Not
142470,724,3.0,Craft
31567,1243,4.0,Rosencrantz and Guildenstern Are Dead
119993,3159,3.5,Fantasia 2000
111559,1653,4.5,Gattaca
107140,1197,1.0,Princess Bride
61624,1213,3.5,Goodfellas
6118,1199,5.0,Brazil
102847,3682,3.0,Magnum Force
41865,2005,3.5,Goonies
22716,7360,2.0,Dawn of the Dead
158109,2366,2.5,King Kong
29656,1974,3.5,Friday the 13th
88852,64575,4.0,Doubt
24522,592,4.0,Batman
78290,1345,3.0,Carrie
69395,2908,3.5,Boys Don't Cry
108723,1566,4.0,Hercules
52493,4700,3.5,Princess Diaries
20959,440,4.5,Dave
83426,5989,4.0,Catch Me If You Can
7653,1676,2.5,Starship Troopers
4709,6534,3.0,Hulk
59471,1307,3.5,When Harry Met Sally...
125493,5452,3.5,Look Who's Talking Now
156235,32031,3.0,Robots
68086,2334,3.5,Siege
138922,7090,3.5,Hero (Ying xiong)
108936,2150,4.0,Gods Must Be Crazy
121380,8644,5.0,"I, Robot"
76770,275,3.0,Mixed Nuts
30257,38798,3.5,In Her Shoes
60305,53123,4.5,Once
6063,1320,3.5,Alien³ (a.k.a. Alien 3)
110404,7698,4.0,China Syndrome
83426,2389,2.5,Psycho
112444,3793,3.5,X-Men
16945,4995,4.0,"Beautiful Mind, A"
109731,842,1.0,Tales from the Crypt Presents: Bordello of Blood
42032,3168,5.0,Easy Rider
101965,4167,3.0,15 Minutes
99410,1275,4.0,Highlander
56237,175,3.0,Kids
114323,149334,3.0,Nocturnal Animals
37438,55814,3.5,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)"
118906,62434,3.0,Zack and Miri Make a Porno
7455,4054,3.5,Save the Last Dance
108534,82852,2.5,Little Fockers
88432,4621,2.5,Look Who's Talking
96091,1131,5.0,Jean de Florette
33793,4366,2.5,Atlantis: The Lost Empire
88537,46578,4.0,Little Miss Sunshine
117118,8798,3.0,Collateral
9318,4728,3.0,Rat Race
88367,2502,3.0,Office Space
120986,4343,2.5,Evolution
18093,2916,3.0,Total Recall
36476,79132,4.0,Inception
98531,231,0.5,Dumb & Dumber (Dumb and Dumber)
139005,3751,2.5,Chicken Run
61935,7438,3.5,Kill Bill: Vol. 2
101415,80489,2.0,Town
8024,49286,3.0,Holiday
36532,4220,3.0,Longest Yard
61624,3262,3.0,Twin Peaks: Fire Walk with Me
86427,2143,2.0,Legend
45463,65130,3.0,Revolutionary Road
115211,4478,3.0,Biloxi Blues
3742,4519,2.0,Land Before Time
11952,89,3.0,Nick of Time
54979,4499,4.0,Dirty Rotten Scoundrels
134401,31696,3.0,Constantine
53032,112171,3.0,Equalizer
79677,3259,3.0,Far and Away
62263,102407,3.0,Great Gatsby
21184,1135,4.0,Private Benjamin
72,165,4.0,Die Hard: With a Vengeance
135672,46335,3.0,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)"
109480,2542,5.0,"Lock, Stock & Two Smoking Barrels"
91401,36401,2.5,Brothers Grimm
41268,5027,2.0,Another 48 Hrs.
104927,1907,3.0,Mulan
89971,6979,3.0,WarGames
40701,90866,4.0,Hugo
104973,3210,3.0,Fast Times at Ridgemont High
9522,1277,3.0,Cyrano de Bergerac
82198,62999,0.5,Madagascar: Escape 2 Africa
101004,64614,4.0,Gran Torino
107627,434,3.0,Cliffhanger
100909,4979,2.0,Royal Tenenbaums
22349,91104,3.0,Twilight Saga: Breaking Dawn - Part 1
56220,5266,4.0,Panic Room
107576,106918,3.5,Secret Life of Walter Mitty
51283,5782,3.0,"Professional, The (Le professionnel)"
7232,45501,3.5,Break-Up
93712,2600,0.5,eXistenZ
103883,4167,1.5,15 Minutes
135387,1591,2.5,Spawn
13373,66509,3.5,Funny People
161826,5853,2.0,Scanners
75496,2363,2.0,Godzilla (Gojira)
51461,4506,3.0,Frantic
85821,6863,4.0,School of Rock
112520,3271,3.0,Of Mice and Men
74532,3916,4.0,Remember the Titans
45175,2395,4.5,Rushmore
153210,52722,2.5,Spider-Man 3
144352,276,2.0,Milk Money
61836,4017,4.0,Pollock
14400,97923,3.0,Flight
38588,5401,1.0,Undercover Brother
65170,1748,3.5,Dark City
113669,2716,4.5,Ghostbusters (a.k.a. Ghost Busters)
106247,4011,4.5,Snatch
70455,1371,3.0,Star Trek: The Motion Picture
94937,6620,4.5,American Splendor
69315,48394,4.5,"Pan's Labyrinth (Laberinto del fauno, El)"
7949,8529,3.5,Terminal
149294,1347,4.0,"Nightmare on Elm Street, A"
44782,837,4.5,Matilda
144741,7369,3.5,Scooby-Doo 2: Monsters Unleashed
63931,608,4.5,Fargo
133607,91500,2.0,The Hunger Games
17160,3424,3.0,Do the Right Thing
142650,139644,0.5,Sicario
122234,1777,4.0,Wedding Singer
30140,91535,4.0,Bourne Legacy
140858,4018,2.5,What Women Want
121961,134170,2.5,Kung Fury
140324,1945,3.5,On the Waterfront
11115,1644,3.0,I Know What You Did Last Summer
45368,19,3.5,Ace Ventura: When Nature Calls
74295,63113,3.5,Quantum of Solace
41675,2794,3.5,European Vacation (aka National Lampoon's European Vacation)
26672,1214,3.5,Alien
49004,4878,3.5,Donnie Darko
79967,122904,3.0,Deadpool
139287,3617,4.0,Road Trip
133359,2735,2.5,Golden Child
159192,4553,3.0,They Live
61194,5956,1.5,Gangs of New York
13350,1293,4.5,Gandhi
28092,339,1.0,While You Were Sleeping
28895,4388,0.5,Scary Movie 2
61624,293,4.5,Léon: The Professional (a.k.a. The Professional) (Léon)
48604,1222,4.0,Full Metal Jacket
90812,2471,3.0,Crocodile Dundee II
5349,546,2.0,Super Mario Bros.
151324,33004,3.0,Hitchhiker's Guide to the Galaxy
31154,2863,4.0,"Hard Day's Night, A"
51179,69481,3.5,Hurt Locker
29803,3911,3.0,Best in Show
127342,464,3.5,Hard Target
154785,1998,1.5,Exorcist II: The Heretic
125970,2989,3.5,For Your Eyes Only
51016,52973,3.5,Knocked Up
92767,116799,2.0,Inherent Vice
132777,1175,4.0,Delicatessen
24906,1193,5.0,One Flew Over the Cuckoo's Nest
133982,802,1.5,Phenomenon
69289,4979,4.0,Royal Tenenbaums
17911,74450,1.5,Valentine's Day
79381,2137,2.5,Charlotte's Web
90761,2664,2.0,Invasion of the Body Snatchers
92552,5459,3.5,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2)
66708,454,4.0,Firm
55141,1939,4.5,Best Years of Our Lives
152788,3614,3.0,Honeymoon in Vegas
100320,8042,2.5,Mean Streets
36960,81932,3.5,Fighter
20770,2694,2.0,Big Daddy
116233,135861,3.0,Ted 2
37448,3208,3.0,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1)
61786,36517,4.0,Constant Gardener
49253,2012,2.5,Back to the Future Part III
18057,68319,1.5,X-Men Origins: Wolverine
20055,6890,4.0,Elephant
29803,3254,3.0,Wayne's World 2
84997,733,4.5,Rock
120154,59258,4.0,Baby Mama
8802,78499,4.0,Toy Story 3
13948,1033,3.0,Fox and the Hound
120920,1380,3.0,Grease
13873,34332,3.0,Sky High
78849,89864,3.5,50/50
120132,4993,4.0,Lord of the Rings: The Fellowship of the Ring
4410,6286,4.0,"Man Without a Past, The (Mies vailla menneisyyttä)"
161184,2707,2.0,Arlington Road
113900,88163,4.0,"Crazy, Stupid, Love."
43090,6659,2.0,Tremors
157804,115122,2.0,What We Do in the Shadows
27995,1717,1.5,Scream 2
85635,1129,3.5,Escape from New York
28513,5959,4.0,Narc
88230,2140,3.0,Dark Crystal
78290,2862,4.0,Caligula
101542,1,4.0,Toy Story
29342,2745,3.5,Mission
96911,7458,1.5,Troy
33793,3039,4.0,Trading Places
48784,1345,4.5,Carrie
42007,72226,4.0,Fantastic Mr. Fox
26785,2616,2.0,Dick Tracy
47370,519,4.0,RoboCop 3
34786,1385,3.0,Under Siege
4559,1616,3.0,Peacemaker
103948,159093,1.0,Now You See Me 2
58402,1923,3.5,There's Something About Mary
4973,187593,4.0,Deadpool 2
19475,139644,2.0,Sicario
148357,5014,4.0,I Am Sam
113626,3844,5.0,Steel Magnolias
30415,2394,3.5,Prince of Egypt
131524,3033,3.0,Spaceballs
141140,44191,2.0,V for Vendetta
155163,2278,3.0,Ronin
130286,168,3.0,First Knight
101096,33493,4.0,Star Wars: Episode III - Revenge of the Sith
84752,2421,2.5,"Karate Kid, Part II"
60522,1033,3.0,Fox and the Hound
130110,4823,3.0,Serendipity
20302,60037,4.0,Happening
143049,90866,3.5,Hugo
32063,38061,3.0,Kiss Kiss Bang Bang
50661,73323,5.0,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)"
142180,79428,2.5,Dinner for Schmucks
90441,1272,4.5,Patton
35963,1409,4.0,Michael
22574,2791,3.0,Airplane!
109175,2502,3.5,Office Space
9808,64839,1.0,Wrestler
12376,1288,4.0,This Is Spinal Tap
